"x"
768
15
24
68
59
17
30
25
116
18
23
16
39
82
66
27
22
44
7
25
64
34
56
27
72
30
24
64
55
30
84
27
55
14
45
26
52
11
22
6
95
21
32
27
141
32
33
50
25
28
13
31
6
42
59
36
40
17
6
29
50
48
14
17
37
30
86
22
28
41
65
21
56
26
36
12
5
8
67
23
84
20
89
33
64
41
6
49
110
23
92
6
58
70
62
30
24
16
34
68
52
28
34
28
14
25
51
23
34
11
25
61
27
47
25
29
29
18
26
32
19
18
14
52
12
33
28
129
15
19
39
29
51
33
29
18
3
17
16
47
43
35
50
12
23
26
47
47
54
40
85
46
99
24
38
32
26
7
47
25
24
79
26
45
26
11
9
64
37
12
73
50
17
16
19
39
65
32
34
51
40
11
32
5
95
42
15
52
72
11
14
38
24
52
13
22
19
11
38
25
84
74
26
18
27
30
71
101
35
44
29
45
24
65
54
16
31
9
61
20
45
43
27
40
40
29
37
59
41
51
81
14
25
12
147
34
18
21
10
43
39
47
25
83
40
60
24
106
38
40
45
59
48
53
53
17
139
44
31
23
52
20
28
23
43
75
9
37
49
27
30
50
57
27
17
57
12
38
94
35
47
15
73
28
42
14
12
78
49
37
34
26
22
22
18
39
22
30
46
28
32
10
77
119
7
11
30
28
28
47
86
20
34
45
66
58
12
15
19
105
21
39
19
21
16
82
26
40
33
21
14
16
39
21
42
67
59
25
18
31
8
16
22
29
52
51
102
21
43
23
57
9
15
25
88
41
21
54
64
22
18
34
30
23
22
51
82
51
33
65
15
57
29
104
24
49
29
18
12
40
49
43
22
17
6
59
57
37
33
20
18
143
34
24
13
51
33
19
40
70
37
38
23
63
10
38
36
16
95
9
15
30
22
25
19
7
18
29
46
37
21
33
32
16
21
28
76
20
34
33
31
31
12
23
25
49
12
30
18
31
15
54
52
49
11
54
33
29
37
9
19
41
11
38
41
40
12
70
88
9
55
17
3
17
44
51
29
72
6
138
17
18
72
13
14
14
23
26
26
27
46
29
11
19
21
25
45
29
11
105
26
34
70
24
47
74
29
16
15
31
37
33
19
11
7
23
15
12
21
17
32
10
42
14
38
12
56
63
18
49
7
38
28
30
16
25
53
28
86
30
25
21
38
43
31
42
13
19
53
6
23
15
22
83
20
44
33
33
17
11
46
44
20
57
19
40
10
22
68
39
29
55
19
25
14
27
37
23
39
32
14
32
28
20
48
28
24
27
33
74
27
25
35
48
45
22
23
41
32
67
13
85
23
36
21
22
26
28
36
20
29
6
25
21
19
33
81
27
19
34
109
11
34
24
56
24
27
84
44
69
10
22
30
25
47
102
43
54
33
13
37
7
34
15
24
6
17
21
18
11
52
17
97
72
68
34
122
14
60
9
69
26
15
30
48
88
30
25
69
28
45
87
52
53
53
17
35
17
76
29
74
16
20
49
55
29
16
39
16
42
24
21
41
12
45
32
119
48
51
19
33
40
68
27
40
25
21
46
45
16
7
43
42
27
23
7
9
39
4
85
20
35
23
27
14
35
23
66
11
39
19
43
24
16
10
16
12
9
10
36
58
20
18
79
22
41
18
45
63
17
53
23
58
13
47
16
31
9
36
16
27
8
40
49
93
17
54
39
29
53
30
5
140
10
21
43
18
35
69
31
74
41
35
114
17
5
16
10
33
19
42
31
50
47
10
45
56
14
20
16
15
27
26
13
57
37
10
53
46
16
18
28
19
120
42
16
45
35
34
19
58
44
44
22
56
72
20
148
7
45
13
115
34
40
69
9
28
42
28
40
48
30
35
18
28
10
89
26
45
21
20
23
41
12
49
12
25
67
20
31
24
16
18
17
47
14
35
33
13
14
35
39
21
24
24
12
22
54
15
75
18
70
40
36
29
10
11
8
53
47
38
87
66
47
13
45
37
15
58
23
26
21
51
47
100
46
37
63
26
18
45
20
24
30
13
14
26
46
27
46
51
25
12
25
66
14
19
20
14
3
21
24
57
9
37
23
63
12
27
21
11
25
47
32
16
28
96
71
20
53
96
60
31
25
11
51
13
68
36
15
13
13
20
11
16
4
32
12
24
84
66
41
19
11
57
50
35
47
85
39
33
48
57
62
20
52
22
21
87
54
71
40
30
18
39
52
23
36
14
15
14
53
117
27
45
16
55
74
48
30
9
0
1
