"x"
0.133443
0.144609
0.137724
0.138937
0.126202
0.133191
0.136578
0.139006
0.134219
0.137917
0.145752
0.13013
0.148482
0.136535
0.131591
0.139118
0.155268
0.153674
0.150686
0.133472
0.139722
0.147697
0.145747
0.120028
0.138923
0.131769
0.145739
0.153632
0.136658
0.132002
0.142599
0.137198
0.138377
0.145233
0.137772
0.140446
0.1397
0.134992
0.133445
0.150065
0.133907
0.14046
0.140984
0.134581
0.135381
0.14168
0.133816
0.141303
0.13318
0.145843
0.143199
0.129981
0.149522
0.148685
0.152089
0.131777
0.139313
0.138288
0.145085
0.141493
0.136656
0.132184
0.146218
0.141774
0.146095
0.124108
0.164489
0.132383
0.134956
0.14046
0.141945
0.151192
0.130987
0.157548
0.12681
0.135026
0.135536
0.140633
0.147369
0.128062
0.145173
0.151313
0.13067
0.151747
0.138837
0.129457
0.131573
0.140911
0.131939
0.133137
0.144176
0.132651
0.12937
0.132648
0.138625
0.138446
0.140005
0.145103
0.141052
0.140063
0.136671
0.143606
0.148061
0.127503
0.154756
0.130855
0.162768
0.14274
0.14085
0.141975
0.135629
0.150444
0.137838
0.149392
0.143227
0.141588
0.121883
0.14507
0.134527
0.134878
0.13701
0.135427
0.147452
0.148349
0.152445
0.129447
0.127643
0.146054
0.141654
0.130765
0.147278
0.14702
0.125362
0.136916
0.131118
0.125529
0.149093
0.136661
0.138401
0.148602
0.131296
0.132024
0.13983
0.14107
0.145851
0.143364
0.15806
0.144213
0.150577
0.147568
0.151153
0.159689
0.135177
0.13804
0.132706
0.127618
0.143966
0.125299
0.154263
0.138348
0.144374
0.124299
0.151095
0.131174
0.138736
0.135369
0.144885
0.134757
0.128171
0.13274
0.141377
0.148808
0.141675
0.129253
0.135221
0.14498
0.135232
0.144436
0.139116
0.144784
0.141105
0.141711
0.137834
0.135029
0.144507
0.138268
0.142897
0.130895
0.147205
0.131703
0.149658
0.133075
0.136903
0.138192
0.135107
0.128004
0.131968
0.157609
0.145833
0.150536
0.127877
0.131761
0.135247
0.140666
0.144161
0.130369
0.122866
0.135205
0.132454
0.138615
0.141242
0.137966
0.136718
0.142352
0.141939
0.136217
0.140728
0.149112
0.130387
0.137136
0.132768
0.121562
0.142669
0.13074
0.13539
0.144282
0.139401
0.144232
0.132183
0.129119
0.140714
0.134293
0.13841
0.122463
0.13989
0.137071
0.13773
0.118976
0.151371
0.132125
0.125446
0.139836
0.137968
0.119706
0.135967
0.136999
0.140606
0.13869
0.130181
0.129266
0.138661
0.137149
0.127612
0.14076
0.135683
0.140323
0.145594
0.122632
0.111482
0.148831
0.141123
0.138574
0.147156
0.15108
0.132628
0.130939
0.134065
0.130357
0.143567
0.12929
0.14003
0.131355
0.132665
0.13039
0.149756
0.13275
0.133368
0.124757
0.142648
0.13966
0.149901
0.13214
0.138976
0.125982
0.13775
0.126213
0.124451
0.127892
0.13308
0.139921
0.128267
0.137235
0.152917
0.140562
0.133001
0.140662
0.146062
0.14659
0.13284
0.135515
0.134149
0.150312
0.130446
0.139865
0.143647
0.130524
0.126571
0.133034
0.134462
0.132189
0.14489
0.136474
0.14092
0.136789
0.140422
0.147088
0.158232
0.138731
0.133792
0.140886
0.134545
0.140201
0.148535
